iter	Passed	Remaining
250	115362	344250
251	115801	343726
252	116207	343109
253	116638	342568
254	117073	342039
255	117499	341481
256	117938	340967
257	118391	340489
258	118856	340049
259	119295	339532
260	119749	339061
261	120228	338658
262	120753	338385
263	121219	337946
264	121669	337462
265	122128	337001
266	122630	336659
267	123119	336281
268	123609	335904
269	124065	335437
270	124536	335008
271	125007	334580
272	125489	334180
273	125980	333801
274	126472	333427
275	126984	333103
276	127541	332896
277	128046	332552
278	128503	332083
279	129010	331740
280	129533	331440
281	130028	331064
282	130552	330762
283	131041	330373
284	131553	330037
285	132082	329744
286	132641	329524
287	133176	329242
288	133717	328973
289	134277	328747
290	134773	328364
291	135284	328017
292	135754	327571
293	136213	327098
294	136683	326649
295	137176	326257
296	137627	325765
297	138102	325327
298	138569	324874
299	139052	324454
300	139543	324055
301	140078	323756
302	140623	323479
303	141135	323125
304	141619	322705
305	142062	322193
306	142527	321730
307	143006	321300
308	143480	320858
309	143946	320397
310	144434	319986
311	144933	319596
312	145462	319273
313	145945	318848
314	146385	318330
315	146851	317867
316	147342	317459
317	147850	317088
318	148305	316601
319	148784	316167
320	149302	315814
321	149779	315373
322	150294	315013
323	150821	314676
324	151351	314344
325	151911	314074
326	152451	313760
327	152978	313420
328	153484	313033
329	153974	312613
330	154487	312241
331	155032	311932
332	155558	311584
333	156076	311217
334	156583	310830
335	157050	310362
336	157530	309919
337	158023	309502
338	158552	309154
339	159084	308811
340	159607	308449
341	160134	308094
342	160596	307614
343	161059	307137
344	161533	306679
345	162021	306248
346	162483	305768
347	162996	305384
348	163506	304993
349	163996	304564
350	164489	304141
351	165035	303815
352	165531	303396
353	165995	302918
354	166492	302499
355	167001	302103
356	167504	301695
357	167998	301270
358	168491	300844
359	169024	300487
360	169532	300086
361	170006	299624
362	170480	299163
363	170994	298771
364	171505	298373
365	171997	297941
366	172476	297486
367	172951	297024
368	173424	296561
369	173919	296133
370	174465	295792
371	175006	295440
372	175483	294981
373	175953	294510
374	176397	293996
375	176882	293550
376	177357	293087
377	177835	292628
378	178329	292196
379	178843	291797
380	179339	291368
381	179891	291028
382	180412	290638
383	180857	290126
384	181344	289679
385	181806	289194
386	182303	288765
387	182797	288329
388	183268	287859
389	183787	287462
390	184327	287098
391	184848	286704
392	185328	286245
393	185778	285740
394	186300	285346
395	186813	284937
396	187367	284591
397	187845	284128
398	188352	283709
399	188853	283280
400	189328	282812
401	189811	282356
402	190290	281893
403	190765	281425
404	191234	280949
405	191726	280506
406	192195	280029
407	192670	279560
408	193179	279142
409	193694	278730
410	194208	278317
411	194728	277912
412	195227	277478
413	195701	277007
414	196149	276500
415	196602	275999
416	197056	275501
417	197583	275104
418	198050	274623
419	198510	274134
420	198985	273664
421	199466	273203
422	199976	272781
423	200490	272363
424	200962	271889
425	201407	271380
426	201854	270873
427	202299	270363
428	202804	269933
429	203320	269517
430	203782	269031
431	204246	268546
432	204724	268080
433	205200	267611
434	205672	267138
435	206165	266690
436	206637	266217
437	207102	265734
438	207572	265258
439	208058	264802
440	208542	264343
441	209006	263858
442	209520	263437
443	210053	263039
444	210588	262643
445	211112	262234
446	211581	261755
447	212054	261281
448	212518	260796
449	213060	260407
450	213526	259925
451	214049	259511
452	214543	259062
453	215010	258581
454	215504	258131
455	216015	257702
456	216526	257273
457	217090	256906
458	217626	256505
459	218109	256041
460	218555	255534
461	219002	255029
462	219441	254514
463	219917	254042
464	220436	253620
465	220948	253190
466	221460	252759
467	221987	252344
468	222480	251891
469	222970	251435
470	223455	250972
471	223893	250457
472	224343	249955
473	224800	249462
474	225290	249005
475	225786	248554
476	226282	248103
477	226777	247652
478	227262	247189
479	227752	246732
480	228244	246275
481	228743	245827
482	229244	245381
483	229720	244908
484	230206	244446
485	230701	243993
486	231160	243501
487	231650	243043
488	232128	242571
489	232632	242127
490	233114	241660
491	233601	241197
492	234046	240693
493	234563	240260
494	235069	239818
495	235581	239380
496	236061	238911
497	236556	238456
498	237066	238016
499	237546	237546
500	237985	237035
501	238430	236530
502	238924	236074
503	239423	235622
504	239922	235171
505	240418	234716
506	240903	234251
507	241411	233808
508	241905	233350
509	242386	232881
510	242871	232414
511	243312	231907
512	243767	231412
513	244269	230962
514	244767	230508
515	245262	230052
516	245743	229582
517	246250	229136
518	246733	228668
519	247182	228168
520	247626	227663
521	248058	227149
522	248495	226639
523	249013	226203
524	249520	225756
525	250025	225308
526	250516	224846
527	251007	224385
528	251503	223928
529	251955	223432
530	252396	222926
531	252827	222412
532	253289	221925
533	253768	221453
534	254257	220990
535	254718	220502
536	255193	220027
537	255657	219542
538	256110	219048
539	256563	218554
540	256989	218037
541	257404	217511
542	257860	217020
543	258332	216543
544	258811	216072
545	259292	215601
546	259768	215127
547	260243	214653
548	260717	214177
549	261166	213682
550	261634	213201
551	262113	212729
552	262556	212229
553	263011	211738
554	263488	211265
555	263990	210812
556	264468	210340
557	264971	209887
558	265407	209382
559	265844	208877
560	266287	208378
561	266724	207874
562	267158	207367
563	267641	206900
564	268127	206434
565	268630	205981
566	269117	205516
567	269623	205066
568	270120	204607
569	270609	204144
570	271105	203685
571	271574	203206
572	272024	202712
573	272471	202217
574	272911	201717
575	273359	201223
576	273871	200776
577	274378	200324
578	274877	199867
579	275368	199404
580	275868	198948
581	276356	198482
582	276853	198023
583	277360	197571
584	277799	197071
585	278226	196563
586	278681	196074
587	279188	195622
588	279697	195171
589	280210	194722
590	280718	194270
591	281205	193803
592	281697	193340
593	282166	192861
594	282625	192375
595	283116	191911
596	283558	191413
597	283994	190912
598	284483	190447
599	284985	189990
600	285487	189533
601	285981	189070
602	286474	188607
603	286974	188148
604	287451	187675
605	287897	187180
606	288409	186729
607	288899	186264
608	289353	185775
609	289837	185305
610	290339	184847
611	290838	184387
612	291334	183925
613	291822	183458
614	292292	182980
615	292792	182519
616	293259	182039
617	293694	181539
618	294125	181036
619	294564	180539
620	295042	180066
621	295545	179607
622	296030	179138
623	296521	178673
624	297001	178200
625	297496	177737
626	297991	177274
627	298484	176809
628	298973	176341
629	299437	175860
630	299875	175362
631	300339	174881
632	300839	174420
633	301325	173951
634	301824	173489
635	302328	173030
636	302793	172549
637	303291	172087
638	303738	171595
639	304204	171114
640	304681	170640
641	305121	170145
642	305552	169645
643	306023	169168
644	306522	168706
645	306998	168231
646	307465	167751
647	307927	167269
648	308381	166782
649	308827	166291
650	309257	165792
651	309702	165301
652	310165	164820
653	310645	164347
654	311124	163874
655	311597	163398
656	312074	162924
657	312540	162444
658	313001	161962
659	313456	161477
660	313900	160986
661	314335	160491
662	314797	160010
663	315274	159536
664	315736	159055
665	316161	158555
666	316591	158058
667	317028	157565
668	317488	157083
669	317959	156607
670	318430	156130
671	318893	155650
672	319370	155177
673	319849	154704
674	320319	154227
675	320756	153735
676	321185	153238
677	321641	152756
678	322114	152281
679	322574	151799
680	323041	151321
681	323510	150844
682	323963	150361
683	324415	149875
684	324860	149388
685	325296	148896
686	325729	148403
687	326170	147914
688	326623	147431
689	327077	146947
690	327524	146461
691	327966	145973
692	328416	145488
693	328865	145003
694	329341	144530
695	329812	144055
696	330256	143569
697	330687	143076
698	331139	142593
699	331579	142105
700	332058	141634
701	332515	141153
702	332969	140671
703	333404	140181
704	333845	139694
705	334292	139209
706	334725	138719
707	335168	138233
708	335610	137747
709	336041	137256
710	336469	136764
711	336895	136272
712	337342	135788
713	337770	135297
714	338214	134812
715	338660	134328
716	339091	133839
717	339520	133349
718	339949	132859
719	340379	132369
720	340807	131879
721	341225	131385
722	341642	130891
723	342066	130401
724	342498	129913
725	342925	129423
726	343338	128928
727	343761	128438
728	344187	127949
729	344613	127459
730	345047	126973
731	345468	126482
732	345898	125995
733	346315	125504
734	346737	125014
735	347176	124530
736	347598	124041
737	348015	123550
738	348444	123063
739	348861	122573
740	349284	122084
741	349721	121601
742	350153	121116
743	350574	120627
744	350993	120138
745	351417	119651
746	351846	119166
747	352288	118685
748	352731	118205
749	353158	117719
750	353590	117235
751	354022	116752
752	354455	116268
753	354879	115782
754	355303	115297
755	355725	114810
756	356141	114322
757	356565	113837
758	357002	113356
759	357429	112872
760	357854	112387
761	358289	111906
762	358727	111426
763	359162	110945
764	359588	110461
765	360015	109978
766	360449	109497
767	360874	109014
768	361294	108529
769	361720	108046
770	362145	107563
771	362555	107075
772	362993	106597
773	363417	106114
774	363840	105631
775	364284	105154
776	364709	104672
777	365142	104192
778	365571	103711
779	366002	103231
780	366432	102751
781	366862	102271
782	367288	101790
783	367713	101308
784	368135	100826
785	368565	100347
786	368991	99866
787	369432	99390
788	369853	98908
789	370288	98431
790	370717	97951
791	371151	97474
792	371572	96993
793	371995	96512
794	372434	96036
795	372858	95556
796	373295	95080
797	373721	94601
798	374147	94122
799	374575	93643
800	375004	93166
801	375439	92689
802	375868	92211
803	376302	91735
804	376731	91258
805	377154	90779
806	377584	90302
807	378015	89825
808	378443	89348
809	378864	88869
810	379296	88393
811	379726	87916
812	380148	87438
813	380571	86961
814	380996	86483
815	381415	86005
816	381842	85528
817	382267	85052
818	382701	84577
819	383128	84101
820	383561	83626
821	383986	83150
822	384419	82675
823	384840	82199
824	385292	81728
825	385724	81254
826	386148	80778
827	386577	80303
828	387009	79829
829	387438	79354
830	387869	78880
831	388298	78406
832	388730	77932
833	389162	77459
834	389582	76983
835	390018	76510
836	390458	76039
837	390901	75568
838	391334	75095
839	391755	74620
840	392193	74148
841	392633	73676
842	393072	73205
843	393511	72734
844	393954	72263
845	394387	71791
846	394809	71317
847	395237	70844
848	395679	70374
849	396111	69902
850	396539	69429
851	396972	68957
852	397392	68483
853	397821	68011
854	398244	67538
855	398661	67064
856	399089	66592
857	399531	66122
858	399961	65651
859	400399	65181
860	400829	64709
861	401268	64240
862	401702	63769
863	402123	63297
864	402544	62824
865	402971	62353
866	403402	61882
867	403838	61413
868	404283	60944
869	404718	60475
870	405150	60005
871	405580	59534
872	406005	59063
873	406436	58593
874	406857	58122
875	407285	57652
876	407722	57183
877	408159	56714
878	408596	56245
879	409015	55774
880	409446	55305
881	409884	54837
882	410325	54369
883	410760	53900
884	411186	53430
885	411616	52961
886	412032	52491
887	412460	52022
888	412889	51553
889	413316	51084
890	413741	50614
891	414160	50144
892	414607	49678
893	415042	49210
894	415485	48744
895	415913	48275
896	416339	47807
897	416760	47338
898	417189	46869
899	417609	46401
900	418035	45932
901	418468	45465
902	418895	44997
903	419343	44532
904	419784	44065
905	420220	43599
906	420647	43131
907	421071	42663
908	421492	42195
909	421923	41728
910	422348	41261
911	422777	40794
912	423206	40327
913	423627	39859
914	424053	39392
915	424483	38926
916	424930	38461
917	425367	37995
918	425805	37530
919	426229	37063
920	426649	36596
921	427090	36131
922	427525	35665
923	427957	35200
924	428398	34734
925	428832	34269
926	429258	33803
927	429684	33337
928	430110	32871
929	430540	32406
930	430966	31940
931	431392	31474
932	431813	31009
933	432244	30544
934	432676	30079
935	433104	29613
936	433530	29148
937	433954	28683
938	434394	28219
939	434826	27754
940	435283	27291
941	435709	26827
942	436134	26362
943	436561	25897
944	436984	25432
945	437409	24968
946	437827	24503
947	438247	24038
948	438677	23574
949	439103	23110
950	439535	22646
951	439967	22183
952	440405	21719
953	440832	21256
954	441261	20792
955	441689	20328
956	442109	19864
957	442532	19401
958	442953	18937
959	443377	18474
960	443800	18010
961	444212	17546
962	444638	17083
963	445076	16621
964	445523	16158
965	445962	15696
966	446380	15233
967	446807	14770
968	447235	14307
969	447673	13845
970	448107	13383
971	448533	12920
972	448967	12458
973	449395	11996
974	449819	11533
975	450232	11071
976	450662	10609
977	451085	10147
978	451514	9685
979	451939	9223
980	452370	8761
981	452818	8300
982	453263	7838
983	453696	7377
984	454129	6915
985	454559	6454
986	454987	5992
987	455419	5531
988	455851	5070
989	456291	4609
990	456722	4147
991	457143	3686
992	457568	3225
993	457985	2764
994	458422	2303
995	458846	1842
996	459270	1381
997	459686	921
998	460117	460
999	460553	0
